,message.sender_id,message.text,message.date,message.id,message.peer_id.channel_id
0,-1001673124233,,2022-12-07 14:54:38+00:00,1,1673124233
1,-1001673124233,"Hello there,
and welcome to the most unique Crypto Day Trading, and Swing trading channel. We will keep you updated about the market's mouvement on a daily basis in a special way, my trading skills are a bit advanced than the other Telegram channels, so I would like to explain to you a little bit about my daily setup.
**Day Trade:** So, I mostly focus on day trading, in this channel you will be finding daily updates about the information that Bitcoin, is generating. Starting off by our FIRST point of vision which is going to be about
1. **Bitcoin Big Picture ** (Timeframe 1D & 4HR): On every Sunday I will be making a chart based on the big timeframe (4HR/1D), and I will be showing you what is most likely going to happen, and what are the possible scenarios. After that we will be moving to the smaller picture
2. **Bitcoin Smaller Picture** (Timeframes 2HR & 1HR & 30 Minutes): Now this comes when the US Session starts, I will be sharing with you the important levels that we will be forming for the day BASED ON:
-Daily Value
-Daily Initial Balance
-Last 3 days balance (Inorder to see if we are on a trend, or we are going sideways.
-Previous US Session High
-Previous US Session Low
-Gap
-Yesterday Session CC Level (0.618 Fib)
-Orderblocks",2022-12-08 09:05:05+00:00,7,1673124233
2,-1001673124233,"**Swing Trade:**
This one will be based on a lot of strategies, it depends on the coin that I will be trading, if it's an altcoin / classical coin. Just like on day trading, whenever I provide a Swing Trade I will try my best to explain my point of vision to you.
Here you won't only be updated about the market only, but you will also learn with us. We will try our best to provide you useful knowledge. Be active, supportive, and stay loyal to our community. AND LETS MOON! 🌔🚀",2022-12-08 09:08:22+00:00,8,1673124233
3,-1001673124233,"Coin: LTCUSDT
Timeframe: 1D
Observation: We are currently seeing a rejection from this liquidity zone, we have failed to break above it so we should see a rejection to the downside. I believe that we should at-least retest the order-block that's on the downside. I will be going for shorts in here with x3 leverage, with a stop loss above the horizontal resistance.",2022-12-08 09:15:04+00:00,9,1673124233
4,-1001673124233,"Coin: BTCUSDT
Timeframe: 4HR
Observation: Right now bitcoin is forming a parallel channel to the upside, it has followed a prediction that I have made, as you can see it has formed a double top and started dumping, right now we broke below the neckline, so there is a good possibility for continuing to the downside until we retest the trendline of the parallel channel, and the zone of 8 Point of Controls where I'm placing my next longs.",2022-12-08 09:19:43+00:00,10,1673124233
5,-1001673124233,"Very tight initial balance, daily value, low volume, no important news today. Definetly skipping this session.",2022-12-08 14:24:46+00:00,11,1673124233
6,-1001673124233,"Coin: BTCUSDT 
Timeframe: 4 Hours
Observation: We have been going sideways for 10 days, the grey rectangle is the balance of this zone of this consolidation where small traders are scalping inside of it until we have a breakout.
In my opinion, we could see a rejection from here, we move to the downside where we form triple bottom, retest the bottom of this balance, and the support of our parallel channel and then we start seeing a massive mouvement to the upside. Otherwise we will just continue pumping. 📊",2022-12-09 05:31:33+00:00,12,1673124233
7,-1001673124233,"Coin: BTCUSDT 
Timeframe: 4 Hours, 
Update:I have made an adjustment to our big picture timeframe and this is what it looks like;",2022-12-09 14:33:19+00:00,13,1673124233
8,-1001673124233,"Coin: BTCUSDT
Timeframe: 30 Minutes
Analysis: Basically the US Session has opened, right now the first hour has passed. We have formed our initial balance, and the market has generated some informations for us.
**Red Horizontal Line**= Daily Point of Control
**Yellow Line:**= 0.618 Fibonacci of previous session.
**(IB)**= Initial balance
**(PS)**= Previous Session
**Blue Rectangle**= Daily VALUE",2022-12-09 14:38:53+00:00,14,1673124233
9,-1001673124233,"**PREDICTION**= There are some STRONG levels of resistances on the upside
1. Previous Session high
2. Initial balance resistance
3. Resistance of Point of Control is above us
4. Resistance of the value is above us
We need to get more liquidity from the downside in-order to break upwards, for that to happen in my opinion I believe that we should retest the 0.618 Fibonacci level, OR the previous session low where we could also retest the parallel channel that you could see on the 4 Hours chart.
This is my BITCOIN Anaylsis for today, stay safe brothers!",2022-12-09 14:41:27+00:00,15,1673124233
10,-1001673124233,"Reached our entry, and rejected from it. That's good, I hope that we will manage to break below this initial balance.",2022-12-09 20:02:29+00:00,16,1673124233
11,-1001673124233,"Goodmorning everyone, today is Saturday so I have decided to reduce margin in the short position because the risk has increased.",2022-12-10 11:12:33+00:00,17,1673124233
12,-1001673124233,"Coin: BNBUSDT 
Timeframe: 2Hours
Observation: BNB broke the trend, but we have the resistance of our last 5 days balance which is not very far away from the trend, we could notice a rejection from here, if we could manage to get back inside of the trend we might see a good drop. Entering short here stop loss would be above the balance. Leverage: Cross x20",2022-12-11 10:31:44+00:00,18,1673124233
13,-1001673124233,"**Signal:**
Coin: BNBUSDT
Direction: Short ⬇️
Leverage: Cross x20
Entry: 290.4 ✅ (MARKET)
Targets: 287.5 - 282.9 - 275.9
Stop loss: 292.4",2022-12-11 10:32:51+00:00,19,1673124233
14,-1001673124233,,2022-12-12 03:09:39+00:00,20,1673124233
15,-1001673124233,First target ✅,2022-12-12 03:16:30+00:00,21,1673124233
16,-1001673124233,,2022-12-12 03:36:16+00:00,22,1673124233
17,-1001673124233,✅,2022-12-12 03:37:29+00:00,23,1673124233
18,-1001673124233,"Both BNB and BTC Shorts are in profits, this is what we were waiting for 🚀🤑💰",2022-12-12 03:40:39+00:00,24,1673124233
19,-1001673124233,"I'm setting a stop loss at entry, trimming some profits. I'll be preparing myself for the next US Session, let's see what information the market will generate for us this time.",2022-12-12 09:29:31+00:00,25,1673124233
20,-1001673124233,Reached all TPs ✅,2022-12-12 15:01:29+00:00,26,1673124233
21,-1001673124233,"The US Session is opening soon, less than an hour left.",2022-12-13 12:49:03+00:00,27,1673124233
22,-1001673124233,"We are forming a large initial balance on Bitcoin right now, less than an hour left for the first hour candle to close. This was expected because of the CPI News. We call this ""Normal Day"" because we have formed a large initial balance, we will probably go for a sideways mouvement during the rest of the day. Will keep you updated!",2022-12-13 13:48:12+00:00,28,1673124233
23,-1001673124233,"Now less than an hour for the first hour closure. It's fun to watch it. 🔥
Let the market generate information before we start trading.",2022-12-13 13:49:17+00:00,29,1673124233
24,-1001673124233,"Just like Bitcoin followed our prediction to the UPSIDE, hopefully we go down now once this initial balance closes.",2022-12-13 13:51:10+00:00,30,1673124233
25,-1001673124233,Taking a short here on bitcoin.,2022-12-13 14:33:17+00:00,31,1673124233
26,-1001673124233,"Last Big Week Of 2022: CPI + FED + BoE + ECB
CPI ✅ (7.04%)
FED ✅ 50bps
BoE 🟧
ECB 🟧
👀",2022-12-13 15:49:17+00:00,32,1673124233
27,-1001673124233,,2022-12-13 18:02:42+00:00,33,1673124233
28,-1001673124233,Setting a stop loss at our entry ( at the price of 17888 ),2022-12-14 09:41:30+00:00,36,1673124233
29,-1001673124233,"Today is 
Wednesday ❌
FED's day ✅",2022-12-14 13:22:23+00:00,37,1673124233
